language,model,base_model,method,context_source,weighted,weight_score,estimator,noun_gap_reduction_mean,noun_gap_reduction_std,occ_gap_preservation_mean,occ_gap_preservation_std,tradeoff_gmean_mean,tradeoff_gmean_std,tradeoff_hmean_mean,tradeoff_hmean_std
french,french_camembert,french_camembert,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.8997452526508815,0.021319882795806277,0.8507240830126219,0.0065967215631962854,0.8748068536201151,0.007370087198502078,0.8743793506847604,0.007046165568113207
french,french_camembert,french_camembert,Controlled-mean-weighted,Controlled,True,mean_abs,LDA,0.39136097102551387,0.013692911559511264,0.9451296454683351,0.0007381222709461809,0.608106836701126,0.010549508572141006,0.5534045770388923,0.013666943975059177
french,french_camembert,french_camembert,Controlled-mean-weighted,Controlled,True,mean_abs,LinearSVC,0.7211194011228266,0.018782974429102362,0.9096979928522554,0.0014642855242354101,0.8098811254996164,0.01036206255821575,0.804392598843388,0.011541817853515093
french,french_camembert,french_camembert,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.905147028052603,0.02162379627513668,0.8493055226922938,0.007031788235912233,0.8766934200084716,0.007274636606223613,0.8761610397423105,0.0068813376897156235
french,french_camembert,french_camembert,Controlled-median-weighted,Controlled,True,median_abs,LDA,0.39165101461144064,0.013577127949693983,0.9450853923652737,0.0008001162249456008,0.6083194367039735,0.010455041739919306,0.553689182492932,0.013537785504345787
french,french_camembert,french_camembert,Controlled-median-weighted,Controlled,True,median_abs,LinearSVC,0.7223774326920628,0.018734947280558176,0.9093272619731554,0.0015583786914444625,0.8104224724419437,0.010313968336136568,0.8050302621697958,0.011476415484009017
french,french_camembert,french_camembert,Controlled-unweighted,Controlled,False,none,Centroid,0.9893361853501774,0.006789465472092452,0.7840458508481467,0.006126682171448824,0.8807168367274294,0.0036517289096083165,0.8747832563056882,0.003754942296335512
french,french_camembert,french_camembert,Controlled-unweighted,Controlled,False,none,LDA,0.4046800710357227,0.013886340794163518,0.9406034054718997,0.0007445557546734403,0.6168889197294021,0.010516239389670112,0.5657789909285909,0.013554340495779584
french,french_camembert,french_camembert,Controlled-unweighted,Controlled,False,none,LinearSVC,0.7358044453726216,0.018161417691223522,0.9033782421454246,0.001821937694665255,0.8152452001726413,0.009903340613976937,0.8109232065134944,0.010897703579686722
french,french_camembert,french_camembert,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.8486804312011857,0.02273415415247566,0.8324873678842604,0.008777736413835101,0.8404383602918104,0.00824221508852724,0.8402928696030086,0.008088144489796521
french,french_camembert,french_camembert,Natural-mean-weighted,Natural,True,mean_abs,LDA,0.392469941969456,0.00732419751281877,0.9322911471340284,0.0010182915439901725,0.6048734941783895,0.005777248734293324,0.5523651998236583,0.007317248039915592
french,french_camembert,french_camembert,Natural-mean-weighted,Natural,True,mean_abs,LinearSVC,0.5809712284730284,0.011856140215274482,0.9176934900491911,0.0014748434233269939,0.7301441783298139,0.007622507320787702,0.7114502688653299,0.00902074009773836
french,french_camembert,french_camembert,Natural-median-weighted,Natural,True,median_abs,Centroid,0.8543797108562569,0.02468024936608797,0.8322120872162916,0.009768194326121712,0.8430935925473589,0.008490283968022082,0.842891380156568,0.00827905802435966
french,french_camembert,french_camembert,Natural-median-weighted,Natural,True,median_abs,LDA,0.39354541518543773,0.00746480676840437,0.931713233854631,0.0008361338966339467,0.6055131927937584,0.005858129220310359,0.5533264938325969,0.007430300704283288
french,french_camembert,french_camembert,Natural-median-weighted,Natural,True,median_abs,LinearSVC,0.5815629369033155,0.011689302511637297,0.9173151824996337,0.0013713654149675439,0.730366219752945,0.0075028872946128755,0.7117815783289279,0.008876620991336452
french,french_camembert,french_camembert,Natural-unweighted,Natural,False,none,Centroid,0.9816691082562998,0.0149370537492905,0.729463128654171,0.007268544131227842,0.8461988460330522,0.00834885861472633,0.836935156083108,0.007901651137312529
french,french_camembert,french_camembert,Natural-unweighted,Natural,False,none,LDA,0.41009143153322425,0.0064593254747983475,0.9252545820688717,0.0011079756318597095,0.615972145533966,0.00506151065206229,0.5682785451455699,0.006313238881145124
french,french_camembert,french_camembert,Natural-unweighted,Natural,False,none,LinearSVC,0.5571136049586654,0.010473411812155135,0.9201257366745053,0.003047511238864217,0.7159443776408398,0.006749810241564013,0.6939683092137876,0.008106642914823327
french,multilingual_mbert,multilingual_mbert,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.9214990016345684,0.0360682062155825,0.7869245573709659,0.0026144571624473574,0.851407451810046,0.01556315828477038,0.8486140729518935,0.014155319963948514
french,multilingual_mbert,multilingual_mbert,Controlled-mean-weighted,Controlled,True,mean_abs,LDA,0.4966849637001241,0.019418392002422548,0.841839979296557,0.00490784232267641,0.6465120875698274,0.011368188688188261,0.6245488181272629,0.01422592048111355
french,multilingual_mbert,multilingual_mbert,Controlled-mean-weighted,Controlled,True,mean_abs,LinearSVC,0.8100364904588,0.02811927998832642,0.752156267972185,0.006400275876321853,0.7804251655119521,0.010874563898150752,0.7797551228072827,0.010116347499349844
french,multilingual_mbert,multilingual_mbert,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9154075518526159,0.037133249930762245,0.7885338554307593,0.0026781639448439963,0.8494436959917847,0.015986743407722465,0.8469258921382006,0.014596081996464574
french,multilingual_mbert,multilingual_mbert,Controlled-median-weighted,Controlled,True,median_abs,LDA,0.49637484492472045,0.019469519989312956,0.8420919407354617,0.004885820670180744,0.6464063819782695,0.011409880219583193,0.624371828402873,0.014277109587163139
french,multilingual_mbert,multilingual_mbert,Controlled-median-weighted,Controlled,True,median_abs,LinearSVC,0.8092809447633004,0.028350062580629894,0.7527118961823065,0.00640699040128229,0.7803469476400211,0.01096847993579152,0.7796986055665462,0.010212102988588347
french,multilingual_mbert,multilingual_mbert,Controlled-unweighted,Controlled,False,none,Centroid,0.9675290578614119,0.02149321325812832,0.7666760063543631,0.0034647360345076267,0.8612146444450843,0.00876017540757725,0.8553681594283455,0.007546651278218921
french,multilingual_mbert,multilingual_mbert,Controlled-unweighted,Controlled,False,none,LDA,0.5015299309220234,0.019418145249255277,0.839517447065458,0.004735733856293628,0.6487630564114012,0.01127107283147304,0.6277215249113633,0.01406173896290455
french,multilingual_mbert,multilingual_mbert,Controlled-unweighted,Controlled,False,none,LinearSVC,0.81202000938375,0.029801672336772528,0.7502838445985145,0.006786816964460272,0.7803885273446396,0.011287280601551873,0.7796266335491727,0.010425410171774027
french,multilingual_mbert,multilingual_mbert,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.8825242916647579,0.038809988736359144,0.7747621562665874,0.0023082931523864068,0.8267174380597686,0.017432151663505837,0.8247977255818737,0.016113708405421576
french,multilingual_mbert,multilingual_mbert,Natural-mean-weighted,Natural,True,mean_abs,LDA,0.4023466390577298,0.01347739548154776,0.8745435258612853,0.003816302823234379,0.5931104940523155,0.009415205840878403,0.5510141457667012,0.01231030027241836
french,multilingual_mbert,multilingual_mbert,Natural-mean-weighted,Natural,True,mean_abs,LinearSVC,0.5816378244284646,0.022096068447122776,0.831577681660414,0.004830099328936611,0.695347692034952,0.011792111868948773,0.6842737965092469,0.013960944351489504
french,multilingual_mbert,multilingual_mbert,Natural-median-weighted,Natural,True,median_abs,Centroid,0.8722410424483338,0.03995075247193719,0.777805684104315,0.0022673813380313067,0.8234822932529486,0.0179215983598199,0.8219454655724518,0.0167031126291732
french,multilingual_mbert,multilingual_mbert,Natural-median-weighted,Natural,True,median_abs,LDA,0.40074899006719117,0.013833338348903445,0.8753996204640682,0.003858227626939788,0.5922164664848533,0.009658602164141017,0.549674965696002,0.012660716943835179
french,multilingual_mbert,multilingual_mbert,Natural-median-weighted,Natural,True,median_abs,LinearSVC,0.5834561928514682,0.02171058463937692,0.8313676985147971,0.004671291450710203,0.6963513271672712,0.011594003942517096,0.68546993296301,0.013694047362568377
french,multilingual_mbert,multilingual_mbert,Natural-unweighted,Natural,False,none,Centroid,0.9568294873654658,0.007015642454739541,0.7424049862725781,0.0033663500685882793,0.8428156922884131,0.002368760043349538,0.8360689005468798,0.0020979888823880184
french,multilingual_mbert,multilingual_mbert,Natural-unweighted,Natural,False,none,LDA,0.4150138849845545,0.013603436142822042,0.8689752773670903,0.003475717864856507,0.600457823464435,0.009323857878391979,0.5616253237824991,0.01210884825672751
french,multilingual_mbert,multilingual_mbert,Natural-unweighted,Natural,False,none,LinearSVC,0.5559800024080879,0.021831208841940584,0.8377952572663713,0.004872814898354465,0.6823679246395866,0.012037113393386985,0.6681599246766622,0.014512654477068497
french,multilingual_xlmr,multilingual_xlmr,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.9784292646142282,0.013521227261434286,0.7595695772475078,0.006906576201890923,0.8620562671161156,0.00683481460881936,0.8551693365140987,0.006465068224868962
french,multilingual_xlmr,multilingual_xlmr,Controlled-mean-weighted,Controlled,True,mean_abs,LDA,0.24414971229729984,0.011311980283975186,0.8306517927145698,0.00295894121279186,0.45022815172087166,0.009823154538884427,0.3772502570302855,0.013274666146842308
french,multilingual_xlmr,multilingual_xlmr,Controlled-mean-weighted,Controlled,True,mean_abs,LinearSVC,0.7070503491884644,0.0310330897622475,0.6636799617162087,0.005479907549784161,0.6848476988863,0.012914523579351453,0.6843310824495624,0.012327551039808284
french,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9801653399867021,0.013075950718069457,0.7599205579235564,0.00697640691755625,0.8630182164586009,0.00620699950577357,0.8560510223154507,0.00586600576127073
french,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,LDA,0.24404884820859682,0.011292538998372912,0.8306679945609456,0.003024392346408313,0.45013935807185773,0.009786436686885119,0.3771312995691206,0.01324660643249319
french,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,LinearSVC,0.7076062428867361,0.03174702832553705,0.6633872292354818,0.005958596363138097,0.6849538238120771,0.013009331915857748,0.6844118532848257,0.012387975476793813
french,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,Centroid,0.9797666447903935,0.007342107474925925,0.7587516580462724,0.006923858715405206,0.8621835240303295,0.0017146011209691174,0.8551662001746655,0.0022153680314779284
french,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,LDA,0.2448255653165236,0.011588020715994036,0.8306309106714185,0.002985376181930745,0.45083971427607106,0.010015122922570861,0.3780480591633428,0.01357284620196725
french,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,LinearSVC,0.6869098356628529,0.030566640461076593,0.6718898565363862,0.005497583441884804,0.6791790798394544,0.01285727861770796,0.6789584717173767,0.012617088458295258
french,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.9657251438651384,0.027432145666683755,0.7804485474234234,0.008963920831585226,0.8680455112565957,0.010613408048881777,0.8630357684269386,0.009437464918745152
french,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,LDA,0.32074787538037575,0.03346794722570292,0.812915215604703,0.00955385223774378,0.509959573240053,0.02336923849023272,0.45900873626058747,0.03230112909354934
french,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,LinearSVC,0.737468602601348,0.06236928034228852,0.6418510921047513,0.005796705867513715,0.6874191253780971,0.02641234482396311,0.685191858069297,0.02404286261253738
french,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,Centroid,0.9677362224439389,0.027557021770499103,0.7809277189101158,0.008770714080629183,0.8692128964480975,0.010285802421165955,0.8641263907193789,0.009027185361909204
french,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,LDA,0.3204408149826709,0.0328863780557028,0.812638708528112,0.009414350333820954,0.5096526374079271,0.022962055260690336,0.4586839250329973,0.031710627662737925
french,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,LinearSVC,0.7385329732880441,0.06308808291153793,0.6410029595347949,0.005767231323627526,0.6874485629769179,0.02667990949506065,0.6851434532846724,0.024244144475428303
french,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,Centroid,0.9635891581027565,0.028991250069001516,0.7776037919063868,0.008758908123260556,0.8654918487265452,0.011022566630890497,0.8604199726690341,0.009683878856549708
french,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,LDA,0.336376299922192,0.03374422758627409,0.8019007164502986,0.009261074451992715,0.5187349228139906,0.02282206556733128,0.4729767382711881,0.031310488094990714
french,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,LinearSVC,0.7097457970226688,0.06105813966796879,0.6479130487924476,0.005622512127704408,0.6775312116897478,0.02638755193246806,0.6762385195821304,0.02477175958071315
spanish,multilingual_mbert,multilingual_mbert,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.9166501067712373,0.023405340372425133,0.8021635411051268,0.002008304879948671,0.8574350297768477,0.010351212080159057,0.8554682846062915,0.009582254376590885
spanish,multilingual_mbert,multilingual_mbert,Controlled-mean-weighted,Controlled,True,mean_abs,LDA,0.5536897799420434,0.015623919358045918,0.8251696883472059,0.0016846085144178692,0.6758787915224285,0.009339810721817601,0.6625983683294634,0.011005788001084853
spanish,multilingual_mbert,multilingual_mbert,Controlled-mean-weighted,Controlled,True,mean_abs,LinearSVC,0.8937507836653404,0.02695974048743613,0.7271179075941347,0.0025340661726152994,0.806053397845545,0.011158082210667868,0.801697967912806,0.009767577000326811
spanish,multilingual_mbert,multilingual_mbert,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9191761335406025,0.022384898514198854,0.8013105342152634,0.002157936633195293,0.8581647745167326,0.009928102769544943,0.8560917354483584,0.009183287490353567
spanish,multilingual_mbert,multilingual_mbert,Controlled-median-weighted,Controlled,True,median_abs,LDA,0.5536022820137085,0.015582150104632734,0.8251954158585658,0.001674258428027451,0.6758361792752537,0.009318137528064778,0.6625444984085369,0.010982870946135963
spanish,multilingual_mbert,multilingual_mbert,Controlled-median-weighted,Controlled,True,median_abs,LinearSVC,0.8942550921067329,0.026909957513146003,0.7268756005094846,0.0024803920695354214,0.8061472392838442,0.011167113593751598,0.8017550399874199,0.009778877232285337
spanish,multilingual_mbert,multilingual_mbert,Controlled-unweighted,Controlled,False,none,Centroid,0.9773002290241781,0.017058336245480175,0.7832673305812875,0.0026238430504089997,0.8748876652217753,0.006861488145515538,0.8695254426283665,0.005923172607189674
spanish,multilingual_mbert,multilingual_mbert,Controlled-unweighted,Controlled,False,none,LDA,0.5606359318883054,0.016261220935436388,0.822915543985441,0.0018711809332952961,0.6791710433699374,0.009546339518360047,0.6668002247185192,0.01123410652102299
spanish,multilingual_mbert,multilingual_mbert,Controlled-unweighted,Controlled,False,none,LinearSVC,0.8971227001119491,0.027530177601043457,0.7250389341096148,0.0027674326549257844,0.8064115158188645,0.011165067307248496,0.8017711569292783,0.009688805702718139
spanish,multilingual_mbert,multilingual_mbert,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.8622748012508344,0.03657082471048977,0.8403114398971068,0.002700906604079069,0.8510548395602131,0.017635490136708988,0.8508166607919405,0.017566054294495658
spanish,multilingual_mbert,multilingual_mbert,Natural-mean-weighted,Natural,True,mean_abs,LDA,0.482844131508484,0.021513733901709575,0.8714315533819104,0.005648874907959989,0.6485187353331116,0.0135330193151787,0.6211307190073279,0.016988814986543296
spanish,multilingual_mbert,multilingual_mbert,Natural-mean-weighted,Natural,True,mean_abs,LinearSVC,0.8146170244336324,0.043801741100550934,0.780345656823696,0.006038303332467792,0.7970144109568151,0.019658172184573188,0.7965480170844892,0.01932029506202589
spanish,multilingual_mbert,multilingual_mbert,Natural-median-weighted,Natural,True,median_abs,Centroid,0.8654023487621076,0.03659979670003451,0.8394218460431147,0.0031938741092976345,0.8521447410215461,0.01750202232353288,0.8518775229242042,0.01736464808017649
spanish,multilingual_mbert,multilingual_mbert,Natural-median-weighted,Natural,True,median_abs,LDA,0.4829145840144702,0.021859942285045206,0.8710486423723687,0.005726769301537454,0.6484186958298821,0.013733388235538442,0.621083052766866,0.01724365068945395
spanish,multilingual_mbert,multilingual_mbert,Natural-median-weighted,Natural,True,median_abs,LinearSVC,0.8150725806297148,0.04422406928636992,0.7796874321854013,0.00616911702926,0.7968952641875358,0.01982259024713978,0.7964111007884244,0.01946605637458484
spanish,multilingual_mbert,multilingual_mbert,Natural-unweighted,Natural,False,none,Centroid,0.9700035651392749,0.029805874760839124,0.8119516108490392,0.0021131247094542936,0.8873720610890306,0.01310073511130904,0.8837823586732944,0.01190179975868069
spanish,multilingual_mbert,multilingual_mbert,Natural-unweighted,Natural,False,none,LDA,0.49061220047748666,0.022094324905585046,0.8688409653548597,0.005468317605393501,0.6527385638546368,0.013773466152572114,0.62684323897695,0.017241472146705628
spanish,multilingual_mbert,multilingual_mbert,Natural-unweighted,Natural,False,none,LinearSVC,0.8007155935434985,0.04699959431660061,0.7820581420303212,0.0073463885927480274,0.7909849998374288,0.02087553320746374,0.7905835296133771,0.02077023934412443
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.957128221038315,0.028373699581805127,0.8189518080738004,0.0023943237771809987,0.8852754517496217,0.013638299900113482,0.8825204097296908,0.012628301249901627
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-mean-weighted,Controlled,True,mean_abs,LDA,0.36558830108748896,0.023232939678855844,0.8448061391193746,0.0017112359323661237,0.5555246257184118,0.01774008801233854,0.509991097391721,0.022603017490119125
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-mean-weighted,Controlled,True,mean_abs,LinearSVC,0.8429467743671216,0.057149296275371665,0.7374487580097995,0.0018532428307686303,0.7880578287561899,0.026058296901081728,0.7859273421002404,0.02411269898389682
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9577901969885204,0.028298769965310555,0.8190278619196029,0.00218902767075724,0.885622354978441,0.013485545043245648,0.8828453726455334,0.01245212487264763
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,LDA,0.3647928871546414,0.023330166568339018,0.8452093270908518,0.0017177031264193087,0.5550488581453619,0.01781108622603889,0.5092843254697426,0.022719286469280616
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-median-weighted,Controlled,True,median_abs,LinearSVC,0.8434432336816926,0.05710960750484712,0.7373860952595278,0.0017583540979966576,0.7882568111245589,0.026009226984329312,0.7861085311451634,0.02405466208573103
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,Centroid,0.9568325668191873,0.02548290645454602,0.8286836976219124,0.0016587478085520254,0.8903920653382388,0.011753217983322364,0.8880330254095993,0.01082032913096709
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,LDA,0.36625469599780996,0.022500888257759734,0.8459607042109027,0.0018735311716208218,0.5564291842834862,0.017368616672436256,0.5108794464538112,0.021999242598298243
spanish,multilingual_xlmr,multilingual_xlmr,Controlled-unweighted,Controlled,False,none,LinearSVC,0.8425912456393027,0.05890316071123588,0.7302198818482238,0.002561314140272581,0.7839870789933512,0.026349424778521514,0.7815806511184903,0.024161085961324342
spanish,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.946847113293677,0.03419996171093877,0.8504139421311399,0.0013720566375955696,0.8972189975318079,0.016190032542314808,0.8958104151045638,0.015278358583640255
spanish,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,LDA,0.4493204424630958,0.03435565554707947,0.8299195573662436,0.005886656380606412,0.6102863084072719,0.02274543989714617,0.582357912639434,0.028268997203385896
spanish,multilingual_xlmr,multilingual_xlmr,Natural-mean-weighted,Natural,True,mean_abs,LinearSVC,0.8943742394187648,0.06460853420975846,0.7531916122448854,0.003430082962478391,0.8203152942837855,0.02897911095802136,0.8168697624385212,0.026089946875363194
spanish,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,Centroid,0.9477995725276017,0.03372465656349356,0.8505859614106182,0.001428137827910563,0.897763087406716,0.015860688213382275,0.8963364138392148,0.014945772036872208
spanish,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,LDA,0.4489256117981606,0.03460373348993235,0.8296927060093149,0.005936456829187676,0.6099275012342006,0.022859654457691284,0.5819573263941035,0.02843807412975582
spanish,multilingual_xlmr,multilingual_xlmr,Natural-median-weighted,Natural,True,median_abs,LinearSVC,0.8956102611086427,0.06495172615452698,0.7529381931395323,0.0033603707407849513,0.820738887974114,0.029028033010232306,0.8172265102687748,0.026081773060010197
spanish,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,Centroid,0.9482187704462308,0.03407167455060833,0.8586013454671543,0.00040884909995878737,0.9021815150193888,0.016247431022407093,0.9009551890746128,0.015446533460048
spanish,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,LDA,0.44987994140356247,0.03519938842433465,0.8316162756798539,0.004546768519561814,0.6112766104923621,0.02335564651141733,0.5832229212689156,0.02902080987126577
spanish,multilingual_xlmr,multilingual_xlmr,Natural-unweighted,Natural,False,none,LinearSVC,0.900517340840509,0.06674277730145645,0.7412653435120824,0.0039136743733657236,0.8165546725385588,0.029349970999672983,0.8122509987690183,0.025993573115119975
spanish,spanish_beto,spanish_beto,Controlled-mean-weighted,Controlled,True,mean_abs,Centroid,0.9185508265510267,0.022452454393537467,0.924636671154928,0.0010003787222003409,0.9215327096954574,0.011239119140003091,0.9214716797480842,0.011302070733087305
spanish,spanish_beto,spanish_beto,Controlled-mean-weighted,Controlled,True,mean_abs,LDA,0.48954980720914276,0.007330129140793447,0.9385520299856894,0.0014354278902483132,0.6778251897486272,0.005081424199499416,0.6434401955700394,0.006328165682068322
spanish,spanish_beto,spanish_beto,Controlled-mean-weighted,Controlled,True,mean_abs,LinearSVC,0.7035405096571125,0.022736224183297543,0.9358744599994664,0.001655799143111279,0.811340461081481,0.01267997696741016,0.8030630514851019,0.014583214483362809
spanish,spanish_beto,spanish_beto,Controlled-median-weighted,Controlled,True,median_abs,Centroid,0.9119725700232243,0.02218130358748703,0.9246395417044913,0.000992754910255589,0.9182290106655181,0.01114439264968931,0.9181519824107978,0.01124431579130957
spanish,spanish_beto,spanish_beto,Controlled-median-weighted,Controlled,True,median_abs,LDA,0.48990158847232596,0.007190462216160035,0.9384313895380959,0.0014413117789453414,0.6780257223046127,0.004987628139184151,0.6437166621315438,0.006207031370715307
spanish,spanish_beto,spanish_beto,Controlled-median-weighted,Controlled,True,median_abs,LinearSVC,0.7020046322553799,0.02271851514169056,0.936018055484076,0.0016082094070727503,0.81051636021402,0.012697850717259405,0.802113784176685,0.01461787805151767
spanish,spanish_beto,spanish_beto,Controlled-unweighted,Controlled,False,none,Centroid,0.9797972086552036,0.010962831162788813,0.9209195897824237,0.0008840542721252805,0.9498908060250036,0.005448567278118866,0.9494234625885817,0.005294002213175711
spanish,spanish_beto,spanish_beto,Controlled-unweighted,Controlled,False,none,LDA,0.5038547444128617,0.007372659961848116,0.9356226842925046,0.001829289763623482,0.6865834528983765,0.004996469706041361,0.6549581367657559,0.006194642919864955
spanish,spanish_beto,spanish_beto,Controlled-unweighted,Controlled,False,none,LinearSVC,0.7234604148364416,0.021957972460084258,0.9328867797516175,0.0019263254072156245,0.8214431841705402,0.012033605873986363,0.8147704338963841,0.013655695452487389
spanish,spanish_beto,spanish_beto,Natural-mean-weighted,Natural,True,mean_abs,Centroid,0.830946462165142,0.035765320476033646,0.9252759700092099,0.0007782233207076198,0.8766821001539096,0.018833488444126894,0.8752561826476443,0.019769873575841323
spanish,spanish_beto,spanish_beto,Natural-mean-weighted,Natural,True,mean_abs,LDA,0.6797784035701226,0.019329213773852945,0.8970662091010896,0.004590579810694024,0.7808234312602917,0.010234626054526044,0.7733008426531577,0.011779529040564356
spanish,spanish_beto,spanish_beto,Natural-mean-weighted,Natural,True,mean_abs,LinearSVC,0.9323640266587404,0.033647905061020666,0.8888219932599174,0.00527498704456015,0.9101888763856747,0.015159034349092139,0.9097850567034722,0.01478788749477062
spanish,spanish_beto,spanish_beto,Natural-median-weighted,Natural,True,median_abs,Centroid,0.8148665142862489,0.03493441833466432,0.9262177995750207,0.0008026165942823821,0.8686013066452716,0.018579865419984333,0.866665989707245,0.019674637277628342
spanish,spanish_beto,spanish_beto,Natural-median-weighted,Natural,True,median_abs,LDA,0.6787377087009838,0.01909338804390426,0.8973955382064291,0.004712325336402892,0.7803689167932046,0.010011876828250261,0.7727494773646097,0.011564828253522138
spanish,spanish_beto,spanish_beto,Natural-median-weighted,Natural,True,median_abs,LinearSVC,0.9304280688199272,0.03243011177385861,0.8892040628856599,0.005267438712015632,0.9094471404285349,0.014550728048167037,0.9090784811920238,0.014210910994249386
spanish,spanish_beto,spanish_beto,Natural-unweighted,Natural,False,none,Centroid,0.9657495351658663,0.02467940314955758,0.9142250359125248,0.0010668063580638737,0.939570549382967,0.01175260164278133,0.9391541092912268,0.011386532068270797
spanish,spanish_beto,spanish_beto,Natural-unweighted,Natural,False,none,LDA,0.7029916265072278,0.022989969090193477,0.8897301231800597,0.005594619019759638,0.7907602999665819,0.01163422054291288,0.7852022513556348,0.013230269158993578
spanish,spanish_beto,spanish_beto,Natural-unweighted,Natural,False,none,LinearSVC,0.9490609935201842,0.042071731085182,0.8837926066180388,0.007119524662672106,0.915614468235139,0.018117413525355563,0.914803345136568,0.017404201694397523
